Title,Authors,Year,DOI,PubMed IDs,Full Authors,distr,Cited By Count
Singular value decomposition regression models for classification of tumors from microarray experiments.,D. Ghosh,2002,10.1142/9789812799623_0003,11928474,{35073894600: 'Debashis Ghosh'},,34
An automated computer system to support ultra high throughput SNP genotyping.,"J. Heil, S. Glanowski, J. Scott, E. Winn-Deen, I. McMullen, L. Wu, C. Gire, and A. Sprague",2002,10.1142/9789812799623_0004,11928485,"{7004633547: 'Jeremy Heil', 6506401796: 'Stephen Glanowski', 55477053000: 'John L. Scott', 6701739649: 'Emily S. Winn-Deen', 6507394657: 'Ivy McMullen', 56127462200: 'L. Wu', 57069889200: 'C. Gire', 7005609176: 'A. C. Sprague'}","[2.4727994e-04 6.7012861e-02 2.9945597e-01 2.4727994e-04 1.0138476e-02
 3.2393672e-02 2.3516321e-01 1.1152324e-01 5.1928782e-03 1.3872403e-01
 2.7200792e-03 2.4727994e-04 2.4727994e-04 9.6686445e-02]",8
Inferring genotype from clinical phenotype through a knowledge based algorithm.,B.A. Malin and L.A. Sweeney,2002,10.1142/9789812799623_0005,11928494,"{6602093073: 'Bradley A. Malin', 35615997400: 'Latanya A. Sweeney'}",,16
A cellular automata approach to detecting interactions among single-nucleotide polymorphisms in complex multifactorial diseases.,J.H. Moore and L.W. Hahn,2002,10.1142/9789812799623_0006,11928505,"{7405241093: 'Jason H. Moore', 7102802052: 'Lance W. Hahn'}","[2.8459458e-03 1.4421014e-01 6.6763096e-02 4.6654852e-05 1.2643465e-02
 2.3798639e-01 3.6022207e-01 3.5504341e-02 6.1631057e-02 2.3793974e-03
 7.5627513e-02 4.6654852e-05 4.6654852e-05 4.6654852e-05]",29
Ontology development for a pharmacogenetics knowledge base.,"D.E. Oliver, D.L. Rubin, J.M. Stuart, M. Hewett, T.E. Klein, and R.B. Altman",2002,10.1142/9789812799623_0007,11928517,"{7202761299: 'Diane E. Oliver', 7202307112: 'Daniel L. Rubin', 56720469500: 'Joshua Michael Stuart', 7003624682: 'Micheal Hewett', 7202313665: 'Teri E. Klein', 7202798518: 'Russ B. Altman'}","[1.2438049e-02 4.7226459e-02 1.9877051e-01 4.9609229e-02 1.0250668e-01
 4.7655358e-05 8.4874198e-02 4.7655358e-05 5.2897451e-03 4.5229700e-01
 4.7655358e-05 8.1490669e-03 1.3867710e-02 2.4828441e-02]",26
A SOFM approach to predicting HIV drug resistance.,R.B. Potter and S. Draghici,2002,10.1142/9789812799623_0008,11928520,"{7202992982: 'R. Brian Potter', 7004125389: 'Sorin Drəghici'}",,3
Automating data acquisition into ontologies from pharmacogenetics relational data sources using declarative object definitions and XML.,"D.L. Rubin, M. Hewett, D.E. Oliver, T.E. Klein, and R.B. Altman",2002,10.1142/9789812799623_0009,11928521,"{7202307112: 'Daniel L. Rubin', 7003624682: 'Micheal Hewett', 7202761299: 'Diane E. Oliver', 7202313665: 'Teri E. Klein', 7202798518: 'Russ B. Altman'}","[4.4754746e-05 5.1065166e-02 3.1288043e-01 4.4754746e-05 2.6450055e-02
 9.4432514e-03 3.4953456e-02 4.4754746e-05 7.2055142e-03 5.2680808e-01
 4.4754746e-05 4.0726820e-03 5.8628721e-03 2.1079484e-02]",33
On a family-based haplotype pattern mining method for linkage disequilibrium mapping.,"S. Zhang, K. Zhang, J. Li, and H. Zhao",2002,10.1142/9789812799623_0010,11928467,"{7409370649: 'Shuanglin Zhang', 59040062500: 'Kui Zhang', 57202722980: 'Jinming Li', 7404779143: 'Hongyu Zhao'}","[1.1423301e-02 7.8047399e-04 7.0952177e-05 1.4899956e-03 1.0713779e-02
 1.9235136e-01 6.8192136e-01 1.9937562e-02 7.4570738e-02 7.8047399e-04
 7.0952177e-05 7.0952177e-05 7.0952177e-05 5.7471264e-03]",8
Scoring pairwise genomic sequence alignments.,"F. Chiaromonte, V.B. Yap, and W. Miller",2002,10.1142/9789812799623_0012,11928468,"{6701346995: 'Francesca Chiaromonte', 6602001499: 'Von Bing Yap', 7406059331: 'Webb C. Miller'}","[1.1929354e-02 7.2815535e-03 2.5872752e-02 5.1642222e-05 5.1642222e-05
 2.4535219e-01 1.0896509e-02 5.6806445e-04 2.6239413e-01 5.1642222e-05
 1.4511464e-02 5.7322867e-03 5.6806445e-04 4.1473868e-01]",159
Structure-based comparison of four eukaryotic genomes.,"M. Cline, G. Liu, A.E. Loraine, R. Shigeta, J. Cheng, G. Mei, D. Kulp, and M.A. Siani-Rose",2002,10.1142/9789812799623_0013,11928469,"{7102824247: 'Melissa S. Cline', 55706477100: 'Guoying Liu', 6603339553: 'Ann Elizabeth Loraine', 6603058643: 'Ronald Shigeta', 57211572910: 'Jill Cheng', 7004459170: 'Gangwu Mei', 6701649429: 'David C. Kulp', 6506150136: 'Michael A. Siani-Rose'}","[1.9004379e-01 3.8697962e-02 2.1933502e-02 5.6859460e-02 4.6567944e-05
 4.7080193e-02 4.6567944e-05 3.2178450e-02 4.2376830e-03 3.8697962e-02
 7.0317597e-03 4.6567944e-05 4.5780945e-01 1.0529012e-01]",3
Constructing comparative genome maps with unresolved marker order.,"D. Goldberg, S. McCouch, and J. Kleinberg",2002,10.1142/9789812799623_0014,11928470,"{57197352355: 'Debra Goldberg', 35468212900: 'Susan R. McCouch', 7005755823: 'Jon M. Kleinberg'}","[4.3660497e-05 6.1561302e-03 1.0744849e-01 4.3660497e-05 4.3660497e-05
 3.6281873e-02 1.5853126e-01 2.5366748e-02 4.5891547e-01 1.9690884e-02
 1.3578415e-02 4.3660497e-05 1.1395390e-02 1.6246071e-01]",6
Representation and processing of complex DNA spatial architecture and its annotated genomic content.,R. Gherbi and J. Herisson,2002,10.1142/9789812799623_0015,11928471,"{6602475557: 'Rachid Gherbi', 56131177900: 'Joan Hérisson'}","[1.4121585e-01 4.2609006e-02 4.5332006e-01 9.0464986e-05 9.9511491e-04
 5.8892705e-02 9.0464986e-05 4.0799707e-02 1.8183462e-02 5.4369457e-02
 9.0464986e-05 9.0464986e-05 6.9748506e-02 1.1950426e-01]",9
Pairwise RNA structure comparison with stochastic context-free grammars.,I. Holmes and G.M. Rubin,2002,10.1142/9789812799623_0016,11928472,"{32967474100: 'Ian Holmes', 7201409309: 'G. M. Rubin'}",,46
Estimation of genetic networks and functional structures between genes by using Bayesian networks and nonparametric regression.,"S. Imoto, T. Goto and S. Miyano",2002,10.1142/9789812799623_0017,11928473,"{7102856656: 'Seiya Imoto', 36810122000: 'Takao Goto', 7102554029: 'Satoru Miyano'}","[1.9943569e-02 2.1873797e-01 3.7257917e-02 6.4127227e-05 6.4127227e-05
 2.6170322e-01 1.3466717e-03 3.3410285e-02 3.4570986e-01 6.4127227e-05
 1.9879439e-03 1.2889573e-02 6.6756442e-02 6.4127227e-05]",227
Automatic annotation of genomic regulatory sequences by searching for composite clusters.,"O.V. Kel-Margoulis, T.G. Ivanova, E. Wingender, and A.E. Kel",2002,10.1142/9789812799623_0018,11928475,"{6602699314: 'Olga V. Kel-Margoulis', 7202117580: 'T. G. Ivanova', 56091170100: 'Edgar Wingender', 7004025230: 'Alexander E. Kel'}","[2.2928961e-01 1.3736950e-01 2.8937811e-03 5.9067179e-02 5.6740810e-05
 8.8572405e-02 5.6740810e-05 2.2361553e-01 6.3039035e-02 6.2414887e-04
 6.0201995e-02 5.6740810e-05 4.8286427e-02 8.6870179e-02]",29
EULER-PCR: finishing experiments for repeat resolution.,Z. Mulyukov and P.A. Pevzner,2002,10.1142/9789812799623_0019,11928476,"{57883519700: 'Zufar Mulyukov', 7006158805: 'Pavel A. Pevzner'}","[1.2142557e-02 5.3669047e-02 8.0477297e-02 5.2565181e-05 6.3603870e-03
 5.2565181e-05 5.2565181e-05 5.2565181e-05 3.5959840e-01 5.2565181e-05
 1.1038687e-03 7.9373429e-03 5.2565181e-05 4.7839570e-01]",12
The accuracy of fast phylogenetic methods for large datasets.,"L. Nakhleh, B.M.E. Moret, U. Roshan, K. St. John, J. Sun, and T. Warnow",2002,10.1142/9789812799623_0020,11928477,"{8974326200: 'Luay K. Nakhleh', 24352852800: 'Bernard M.E. Moret', 7801662730: 'Usman W. Roshan', 10340910100: 'Katherine St John', 7410369924: 'Jerry Sun', 55109110400: 'Tandy J. Warnow'}","[5.0802682e-05 5.2377563e-02 2.1387929e-02 5.0802682e-05 4.1150176e-03
 1.9614916e-01 5.5882952e-04 5.0802682e-05 6.5997761e-01 2.5909366e-03
 5.0802682e-05 5.0802682e-05 6.1471248e-03 5.6441780e-02]",33
Pre-mRNA secondary structure prediction aids splice site prediction.,"D.J. Patterson, K. Yasuhara, and W.L. Ruzzo",2002,10.1142/9789812799623_0021,11928478,"{35262653500: 'Donald J. Patterson', 36914468600: 'Ken Yasuhara', 7003704899: 'Walter L. Ruzzo'}","[1.8367842e-01 2.5072792e-03 2.2727273e-02 8.8967971e-04 8.0879974e-05
 1.6831122e-01 8.0879974e-05 8.0879974e-05 2.5404400e-01 3.1624068e-02
 1.3110644e-01 8.0879974e-05 1.2212876e-02 1.9257522e-01]",38
Finding weak motifs in DNA sequences.,"S.-H. Sze, M.S. Gelfand, and P.A. Pevzner",2002,10.1142/9789812799623_0022,11928479,"{8885346800: 'Sing Hoi Sze', 7201803297: 'Mikhail S. Gelfand', 7006158805: 'Pavel A. Pevzner'}","[1.0882911e-01 9.9756261e-03 1.9454727e-02 4.5138579e-05 4.5138579e-05
 1.1198881e-01 4.5138579e-05 7.5877950e-02 2.6591134e-01 1.2683940e-02
 4.5138579e-05 4.5138579e-05 1.4489483e-02 3.8056335e-01]",21
Evidence for sequence-independent evolutionary traces in genomics data.,"W. Volkmuth, and N. Alexandrov",2002,10.1142/9789812799623_0023,11928480,"{57221319607: 'Wayne Volkmuth', 7004299612: 'Nickolai N. Alexandrov'}","[1.18656926e-01 2.35107541e-02 2.55791489e-02 7.65306130e-03
 6.89464941e-05 3.13086033e-01 7.65306130e-03 5.86734675e-02
 4.83314916e-02 4.14368436e-02 6.89464941e-05 6.89464941e-05
 2.13113621e-01 1.42098740e-01]",2
Multiple genome rearrangement by reversals.,S. Wu and X. Gu,2002,10.1142/9789812799623_0024,11928481,"{56161456300: 'Shiquan Wu', 7403203987: 'Xiuting Gu'}",,3
High speed homology search with FPGAs.,"Y. Yamaguchi, T. Maruyama, and A. Konagaya",2002,10.1142/9789812799623_0025,11928482,"{35352923000: 'Yoshiki Yamaguchi', 7403048836: 'Tsutomu Maruyama', 7003590449: 'Akihiko Konagaya'}","[5.6452522e-05 7.5138308e-02 2.9248050e-01 5.6452522e-05 5.6452522e-05
 4.5726546e-03 5.6452522e-05 5.6452522e-05 3.3199728e-01 7.0057578e-02
 4.5726546e-03 5.6452522e-05 9.0888562e-03 2.1175341e-01]",80
Glycosylation of proteins: a computer based method for the rapid exploration of conformational space of N-glycans.,A. Bohne and C.-W. von der Lieth,2002,10.1142/9789812799623_0027,11928483,"{57200926018: 'Andreas Bohne-Lang', 7003882720: 'Claus Wilhelm von der Lieth'}","[4.99910861e-01 1.59568787e-01 1.12348534e-01 8.90947995e-05
 4.54383437e-03 1.34533141e-02 8.99857469e-03 3.21632214e-02
 3.12722735e-02 2.50356384e-02 8.90947995e-05 2.76193861e-03
 1.07002847e-01 2.76193861e-03]",7
Data standardisation in GlycoSuiteDB.,"C.A. Cooper, M.J. Harrison, J.M. Webster, M.R. Wilkins, and N.H. Packer",2002,10.1142/9789812799623_0028,11928484,"{7403319036: 'Catherine A. Cooper', 7401595041: 'Mathew J. Harrison', 57213455400: 'J. M. Webster', 35397295800: 'Marc R. Wilkins', 7003950085: 'Nicolle H. Packer'}","[0.19318181 0.00378788 0.23106061 0.00378788 0.00378788 0.00378788
 0.00378788 0.00378788 0.15530303 0.38257578 0.00378788 0.00378788
 0.00378788 0.00378788]",7
Prediction of glycosylation across the human proteome and the correlation to protein function.,R. Gupta and S. Brunak,2002,10.1142/9789812799623_0029,11928486,"{7501322334: 'Ramneek Gupta', 7005477388: 'Søren B. Brunak'}","[1.8450266e-01 2.4644762e-02 4.6847247e-02 2.2202487e-04 2.2202487e-04
 2.2202487e-04 2.2202487e-04 3.1305507e-02 2.0004441e-01 8.2371220e-02
 6.8827709e-03 2.2424513e-02 3.5990232e-01 4.0186502e-02]",746
"Mining MEDLINE: abstracts, sentences, or phrases?","J. Ding, D. Berleant, D. Nettleton, and E. Wurtele",2002,10.1142/9789812799623_0031,11928487,"{8294739300: 'Jing Ding', 6701768515: 'Daniel J. Berleant', 7005958843: 'Dan S. Nettleton', 7003501647: 'Eve Syrkin Syrkin Wurtele'}","[4.6561607e-03 5.9404418e-02 2.1541137e-02 6.1911587e-03 2.7169462e-02
 2.0778756e-01 1.7447809e-02 5.1166600e-05 1.3866148e-02 5.5827874e-01
 3.6328284e-03 5.1166600e-05 7.6801069e-02 3.1211625e-03]",195
Creating knowledge repositories from biomedical reports: the MEDSYNDIKATE text mining system.,"U. Hahn, M. Romacker, and S. Schulz",2002,10.1142/9789812799623_0032,11928488,"{57205400732: 'Udo Hahn', 6701413027: 'Martin Romacker', 58220140300: 'Stefan M. Schulz'}","[4.3040374e-05 9.0815192e-03 1.2916416e-01 3.7488166e-02 1.0372730e-02
 7.3599042e-03 4.3040374e-05 4.3040374e-05 2.5053799e-01 4.9199450e-01
 2.9310495e-02 1.2955152e-02 2.1563226e-02 4.3040374e-05]",66
Filling preposition-based templates to capture information from medical abstracts.,G. Leroy and H. Chen,2002,10.1142/9789812799623_0033,11928489,"{7102314927: 'Gondy A. Leroy', 8871373800: 'Hsinchun Chun Chen'}","[4.1816511e-05 2.2622732e-02 9.2874475e-02 2.8058879e-02 1.0914110e-02
 7.9911351e-02 4.1816511e-05 5.8961282e-03 4.1816511e-05 5.7669151e-01
 4.5998162e-04 4.1816511e-05 1.7859831e-01 3.8053025e-03]",48
Robust relational parsing over biomedical literature: extracting inhibit relations.,"J. Pustejovsky, J. Castaño, J. Zhang, M. Kotecki, and B. Cochran",2002,10.1142/9789812799623_0034,11928490,"{6602448845: 'James D. Pustejovsky', 42661035100: 'José M. Castaño', 7601347686: 'J. Zhang', 57199525722: 'Maciej Kotecki', 7006764157: 'Brent H. Cochran'}",,149
Predicting the sub-cellular location of proteins from text using support vector machines.,"B.J. Stapley, L.A. Kelley, and M.J.E. Sternberg",2002,10.1142/9789812799623_0035,11928491,"{6602289874: 'Benjamin J. Stapley', 35974547000: 'Lawrence A. Kelley', 7101911184: 'Michael J.E. Sternberg'}",,69
A thematic analysis of the AIDS literature.,W.J. Wilbur,2002,10.1142/9789812799623_0036,11928492,{7004145222: 'W. John Wilbur'},"[2.14919564e-03 6.52384907e-02 1.06835835e-01 6.93288966e-05
 6.93288966e-05 1.90723792e-01 6.93288966e-05 7.56378248e-02
 1.16541877e-01 3.75831932e-01 1.45590678e-03 5.96921779e-02
 2.84248474e-03 2.84248474e-03]",23
Pathway logic: symbolic analysis of biological signaling.,"S. Eker, M. Knapp, K. Laderoute, P. Lincoln, J. Meseguer, and K. Sonmez",2002,10.1142/9789812799623_0038,11928493,"{6603825117: 'Steven Eker', 57940804800: 'Merrill A. Knapp', 7003843086: 'Keith R. Laderoute', 7004805654: 'Patrick D. Lincoln', 7103153821: 'José Meseguer', 7004059240: 'Kemal Sönmez'}","[2.7295157e-02 4.0562350e-01 2.6426440e-01 1.3627018e-01 5.6543644e-04
 2.1075357e-03 5.1403309e-05 5.1403309e-05 1.3930297e-02 8.3324768e-02
 5.1403309e-05 5.1403309e-05 6.5333605e-02 1.0794695e-03]",115
Towards the prediction of complete protein--protein interaction networks.,S.M. Gomez and A. Rzhetsky,2002,10.1142/9789812799623_0039,11928495,"{7102183635: 'Shawn M. Gomez', 35465167600: 'Andrey Rzhetsky'}","[3.00952159e-02 8.33711177e-02 6.41011074e-02 1.00374065e-01
 5.66764902e-05 2.25062340e-01 5.66764902e-05 1.98934469e-02
 1.94457039e-01 4.59079584e-03 4.93652225e-02 5.66764902e-05
 2.10893229e-01 1.76263880e-02]",43
Identifying muscle regulatory elements and genes in the nematode Caenorhabditis elegans.,"D. Guhathakurta, L.A. Schriefer, M.C. Hresko, R.H. Waterston, and G.D. Stormo",2002,10.1142/9789812799623_0040,11928496,"{6603166273: 'Debraj GuhaThakurta', 6602331117: 'Lawrence A. Schriefer', 6603736943: 'Michelle Coutu Hresko', 7006420348: 'Robert H. Waterston', 7005191518: 'Gary D. Stormo'}","[1.21294856e-01 3.90015630e-04 8.19032732e-03 1.21294856e-01
 3.90015630e-04 3.90015630e-04 3.90015630e-04 4.76209044e-01
 5.49922027e-02 3.90015630e-04 2.76911072e-02 3.90015630e-04
 1.20904837e-02 1.75897032e-01]",15
Combining location and expression data for principled discovery of genetic regulatory network models.,"A.J. Hartemink, D.K. Gifford, T.S. Jaakkola, and R.A. Young",2002,10.1142/9789812799623_0041,11928497,"{7003293117: 'Alexander J. Hartemink', 56541008800: 'David Kenneth Gifford', 7003419235: 'Tommi S. Jaakkola', 7405926028: 'Richard A. Young'}","[1.73321813e-02 1.15194157e-01 4.60226387e-02 4.10745174e-01
 3.93019982e-05 1.10084899e-01 1.10438615e-02 2.12623812e-02
 1.91440031e-01 3.93019982e-05 3.57648195e-03 3.93019982e-05
 6.96038380e-02 3.57648195e-03]",212
The ERATO Systems Biology Workbench: enabling interaction and exchange between software tools for computational biology.,"M. Hucka, A. Finney, H.M. Sauro, H. Bolouri, J. Doyle, and H. Kitano",2002,10.1142/9789812799623_0042,11928498,"{6507020371: 'Michael Hucka', 6603876201: 'Andrew Finney', 6601968571: 'Herbert M. Sauro', 57207892499: 'Hamid S. Bolouri', 7403326938: 'John C. Doyle', 7201618005: 'Hiroaki Kitano'}","[5.7623602e-05 1.2625332e-01 6.2815487e-01 2.9388038e-03 1.7344704e-02
 5.7623602e-05 5.7623602e-05 2.6564479e-02 9.2255391e-02 8.2459375e-02
 6.3385966e-04 5.7623602e-05 1.2734816e-02 1.0429872e-02]",62
Genome-wide pathway analysis and visualization using gene expression data.,"M.P. Kurhekar, S. Adak, S. Jhunjhunwala, and K. Raghupathy",2002,10.1142/9789812799623_0043,11928499,"{6603205265: 'Manish P. Kurhekar', 55113000100: 'Sudeshna Adak', 55179480300: 'S. Jhunjhunwala', 6507788714: 'K. Raghupathy'}","[3.84396724e-02 2.82151490e-01 7.89398849e-02 3.27625394e-01
 4.33423324e-03 1.22992754e-01 7.10530076e-05 1.40756011e-01
 4.33423324e-03 7.10530076e-05 7.10530076e-05 7.10530076e-05
 7.10530076e-05 7.10530076e-05]",21
Exploring gene expression data with class scores.,"P. Pavlidis, D.P. Lewis, and W.S. Noble",2002,10.1142/9789812799623_0044,11928500,"{7004159655: 'Paul Pavlidis', 55450291600: 'Darrin P. Lewis', 7102482003: 'William Stafford Noble'}",,104
Guiding revision of regulatory models with expression data.,"J. Shrager, P. Langley, and A. Pohorille",2002,10.1142/9789812799623_0045,11928501,"{7006631201: 'Jeff Shrager', 7102314644: 'Pat W. Langley', 7006044651: 'Andrew Pohorille'}",,14
Discovery of causal relationships in a gene-regulation pathway from a mixture of experimental and observational DNA microarray data.,"C. Yoo, V. Thorsson, and G.F. Cooper",2002,10.1142/9789812799623_0046,11928502,"{7201746335: 'Changwon Yoo', 6602742809: 'Vesteinn Thorsson', 7402356187: 'Gregory F. Cooper'}","[1.5194117e-02 1.8443820e-01 2.1363686e-01 9.5760792e-02 5.4071592e-05
 2.9798853e-01 2.6549149e-02 3.1415593e-02 1.1468585e-01 5.4071592e-05
 2.0060560e-02 5.4071592e-05 5.4071592e-05 5.4071592e-05]",61
"Shallow genomics, phylogenetics, and evolution in the family Drosophilidae.","M. Zilversmit, P. O'Grady, and R. Desalle",2002,10.1142/9789812799623_0048,11928503,"{14047515700: 'Martine M. Zilversmit', 57207896656: ""Patrick Michael O'Grady"", 10240465000: 'Rób DeSalle'}","[2.0038888e-02 3.3542182e-02 1.4102842e-01 8.1559904e-03 2.1119151e-02
 1.1402182e-01 4.9206004e-02 3.3002052e-02 1.4750999e-01 2.8680997e-02
 5.4013180e-05 4.3750675e-03 8.1613913e-02 3.1765148e-01]",4
Fast phylogenetic methods for the analysis of genome rearrangement data: an empirical study.,"L.-S. Wang, R.K. Jansen, B.M.E. Moret, L.A. Raubeson, and T. Warnow",2002,10.1142/9789812799623_0049,11928504,"{57201562217: 'Li San Wang', 7201964167: 'Robert K. Jansen', 24352852800: 'Bernard M.E. Moret', 6602311443: 'Linda A. Raubeson', 55109110400: 'Tandy J. Warnow'}","[5.5084278e-05 3.5859864e-02 4.4122506e-02 5.5084278e-05 2.8092982e-03
 1.3280819e-01 5.5084278e-05 5.5084278e-05 6.8750685e-01 1.1567698e-03
 5.5084278e-05 6.0592708e-04 5.5084278e-05 9.4800048e-02]",35
Vertebrate phylogenomics: reconciled trees and gene duplications.,R.D.M. Page and J.A. Cotton,2002,10.1142/9789812799623_0050,11928506,"{34668261800: 'Roderic D.M. Page', 8049854700: 'James A. Cotton'}",,67
Screened charge electrostatic model in protein-protein docking simulations.,"J. Fernandez-Recio, M. Totrov, and R. Abagyan",2002,10.1142/9789812799623_0052,11928507,"{55909661300: 'Juan Fernández-Recio', 6701680421: 'Maxim M. Totrov', 7006710879: 'Ruben A. Abagyan'}","[7.18397260e-01 4.36149612e-02 1.78168342e-02 8.06191529e-05
 7.33634317e-03 1.26652688e-01 8.06191529e-05 8.06191529e-05
 1.13673005e-02 8.86810711e-04 1.37858754e-02 2.49919365e-03
 5.73202185e-02 8.06191529e-05]",17
The spectrum kernel: a string kernel for SVM protein classification.,"C. Leslie, E. Eskin, and W.S. Noble",2002,10.1142/9789812799623_0053,11928508,"{7101903349: 'Christina S. Leslie', 7003344359: 'Eleazar Eskin', 7102482003: 'William Stafford Noble'}","[4.0989120e-02 1.0709880e-02 9.2575982e-02 5.6072669e-05 5.6072669e-05
 1.3855557e-01 5.6072669e-05 5.6072669e-05 2.8378379e-01 2.5288774e-02
 2.6864415e-01 6.2240665e-03 3.4204328e-03 1.2958394e-01]",799
